"tstamp","TIC","ID","number_of_flares","tot_obs_time","phaseshift","N_mcmc_steps","p-value","AD2","subsample","period"
"2022_11_18",43605290,"GJ 3323",10,95.9616962196333,0.5,10000,0.8154,0.647520199145058,"ED>1s","orbit"
"2022_11_18",206548902,"GJ 3082",5,47.1313123208556,0.5,10000,0.623,0.542880440052963,"ED>1s","orbit"
"2022_11_18",218263393,"GJ 674",9,47.5763007413834,0.5,10000,0.8376,0.661268300724103,"ED>1s","orbit"
"2022_11_18",233193964,"GJ 687",9,113.96454937668,0.5,10000,0.351,0.408893185383711,"ED>1s","orbit"
"2022_11_18",388857263,"Proxima Cen",130,72.1575307486196,0.5,10000,0.3918,0.452047788246262,"ED>1s","orbit"
"2022_11_18",435907158,"TAP 26",15,44.175817672005,0.5,10000,0.248,0.365448885455251,"ED>1s","orbit"
"2022_11_18",439403362,"YZ Cet",47,40.5441053794491,0.5,10000,0.2606,1.73051764319367,"ED>1s","orbit"
"2022_11_18",734710085,"HD 41004 B",79,139.049481659682,0.5,10000,0.5834,1.16078370017732,"ED>1s","orbit"
"2022_11_18",43605290,"GJ 3323",10,95.9616962196333,0.75,10000,0.637,1.05927563333877,"ED>1s","orbit"
"2022_11_18",206548902,"GJ 3082",5,47.1313123208556,0.75,10000,0.8802,0.674919005870593,"ED>1s","orbit"
"2022_11_18",218263393,"GJ 674",9,47.5763007413834,0.75,10000,0.579,1.15830487464813,"ED>1s","orbit"
"2022_11_18",233193964,"GJ 687",9,113.96454937668,0.75,10000,0.5956,0.521970834930986,"ED>1s","orbit"
"2022_11_18",388857263,"Proxima Cen",130,72.1575307486196,0.75,10000,0.6234,0.551262983882566,"ED>1s","orbit"
"2022_11_18",435907158,"TAP 26",15,44.175817672005,0.75,10000,0.6788,0.573362520854394,"ED>1s","orbit"
"2022_11_18",439403362,"YZ Cet",47,40.5441053794491,0.75,10000,0.7812,0.632537912496843,"ED>1s","orbit"
"2022_11_18",734710085,"HD 41004 B",79,139.049481659682,0.75,10000,0.6586,1.03878505630914,"ED>1s","orbit"
